Survey Year,UNITID,OPE ID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Sport Code,Sport Name,# Participants Men's Team,# Participants Women's Team,# Participants Men Coed Team,# Participants Women Coed Team,Total # Participants Men's Team/Men Coed Team,Total # Participants Women's Team/Women Coed Team,Operating Expenses per Participant/Men's Team,Operating Expenses per Team/Men's Team,Operating Expenses per Participant/Women's Team,Operating Expenses per Team/Women's Team,Total Operating Expenses Men's Team and Women's Team,Operating Expenses per Participant/Men Coed Team,Operating Expenses per Team/Men Coed Team,Operating Expenses per Participant/Women Coed Team,Operating Expenses per Team/Women Coed Team,Total Operating Expenses Men Coed Team/Women Coed Team,Revenues Men's Team,Revenues Women's Team,Total Revenues For Men's Team and Women's Team,Revenues Men Coed Team,Revenues Women Coed Team,Total Revenues Men Coed Team/Women Coed Team,Total Revenues Men's Team and Men Coed Team,Total Revenues Women's Team and Women Coed Team,Total Revenues Men's Team/Women's Team and Coed Team,Expenses Men's Team,Expenses Women's Team,Total Expenses Men's Team and Women's Team,Expenses Men Coed Team,Expenses Women Coed Team,Total Expenses Men Coed Team and Women Coed Team,Total Expenses Men's Team and Men Coed Team,Total Expenses Women's Team and  Women Coed Team,Total Expenses Men's Team/Women's Team and Coed Team
2018,133711,00789300,Flagler College-St Augustine,FL,5,,1,NCAA,842,1702,2544,2,Basketball,15,13,,,15,13,6364,95455,6352,82579,178034,,,,,,518965,483365,1002330,,,,518965,483365,1002330,518965,483365,1002330,,,,518965,483365,1002330
2018,133650,00148000,Florida Agricultural and Mechanical University,FL,2,,1,NCAA,2389,4535,6924,2,Basketball,16,14,,,16,14,17494,279905,15628,218791,498696,,,,,,1033463,916733,1950196,,,,1033463,916733,1950196,1033463,916733,1950196,,,,1033463,916733,1950196
2018,133669,00148100,Florida Atlantic University,FL,1,,1,NCAA,7004,8996,16000,2,Basketball,15,14,,,15,14,29790,446857,28613,400587,847444,,,,,,2352069,1657636,4009705,,,,2352069,1657636,4009705,2352069,1657636,4009705,,,,2352069,1657636,4009705
2018,133809,00148200,Florida College,FL,9,,2,NAIA,236,258,494,2,Basketball,16,11,,,16,11,7175,114803,5469,60157,174960,,,,,,333483,195574,529057,,,,333483,195574,529057,333483,195574,529057,,,,333483,195574,529057
2018,135160,00150100,Florida Gateway College,FL,13,,3,NJCAA,404,672,1076,2,Basketball,12,,,,12,0,3177,38123,0,0,38123,,,,,,73306,,73306,,,,73306,0,73306,72559,,72559,,,,72559,0,72559
2018,433660,03255300,Florida Gulf Coast University,FL,3,,1,NCAA,4850,6184,11034,2,Basketball,18,19,,,18,19,19672,354089,14706,279410,633499,,,,,,1589474,1611245,3200719,,,,1589474,1611245,3200719,1589474,1611245,3200719,,,,1589474,1611245,3200719
2018,133881,00146900,Florida Institute of Technology,FL,4,,1,NCAA,2325,936,3261,2,Basketball,18,13,,,18,13,3660,65875,5675,73780,139655,,,,,,838004,699920,1537924,,,,838004,699920,1537924,766139,689334,1455473,,,,766139,689334,1455473
2018,133951,00963500,Florida International University,FL,1,,1,NCAA,11715,15468,27183,2,Basketball,15,11,,,15,11,35743,536148,30463,335093,871241,,,,,,2004600,1411785,3416385,,,,2004600,1411785,3416385,1951680,1390085,3341765,,,,1951680,1390085,3341765
2018,133979,00148600,Florida Memorial University,FL,10,,2,NAIA,416,650,1066,2,Basketball,10,13,,,10,13,4372,43724,4055,52714,96438,,,,,,168615,174745,343360,,,,168615,174745,343360,168615,174745,343360,,,,168615,174745,343360
2018,408844,02547600,Florida National University-Main Campus,FL,9,,2,NAIA,536,1448,1984,2,Basketball,45,16,,,45,16,1768,79580,3506,56090,135670,,,,,,441772,214472,656244,,,,441772,214472,656244,318425,269881,588306,,,,318425,269881,588306
2018,134079,00148800,Florida Southern College,FL,5,,1,NCAA,901,1616,2517,2,Basketball,14,14,,,14,14,11524,161339,7391,103468,264807,,,,,,1021863,680912,1702775,,,,1021863,680912,1702775,1021863,680912,1702775,,,,1021863,680912,1702775
2018,133508,00147700,Florida SouthWestern State College,FL,12,,3,NJCAA,1957,2865,4822,2,Basketball,13,13,,,13,13,6127,79656,7408,96298,175954,,,,,,432097,448503,880600,,,,432097,448503,880600,426026,438745,864771,,,,426026,438745,864771
2018,133702,00148400,Florida State College at Jacksonville,FL,12,,3,NJCAA,2791,3982,6773,2,Basketball,12,12,,,12,12,2915,34984,2416,28988,63972,,,,,,203958,179119,383077,,,,203958,179119,383077,203958,179119,383077,,,,203958,179119,383077
2018,134097,00148900,Florida State University,FL,1,,1,NCAA,12263,16635,28898,2,Basketball,18,11,,,18,11,146314,2633659,118657,1305231,3938890,,,,,,16773013,7680432,24453445,,,,16773013,7680432,24453445,16773013,7680432,24453445,,,,16773013,7680432,24453445
2018,177418,00246400,Fontbonne University,MO,7,,1,NCAA,318,460,778,2,Basketball,30,11,,,30,11,1966,58971,3673,40403,99374,,,,,,115547,113206,228753,,,,115547,113206,228753,103091,106434,209525,,,,103091,106434,209525
2018,139719,00156600,Fort Valley State University,GA,4,,1,NCAA,861,1287,2148,2,Basketball,23,21,,,23,21,2567,59030,2649,55619,114649,,,,,,228438,171819,400257,,,,228438,171819,400257,215024,161730,376754,,,,215024,161730,376754
2018,218061,00922600,Francis Marion University,SC,5,,1,NCAA,912,1967,2879,2,Basketball,30,17,,,30,17,2322,69659,3061,52044,121703,,,,,,460916,436555,897471,,,,460916,436555,897471,460916,436151,897067,,,,460916,436151,897067
2018,224891,00356800,Frank Phillips College,TX,12,,3,NJCAA,152,177,329,2,Basketball,17,18,,,17,18,1582,26900,1745,31403,58303,,,,,,154125,157541,311666,,,,154125,157541,311666,154125,157541,311666,,,,154125,157541,311666
2018,220215,00349200,Freed-Hardeman University,TN,9,,2,NAIA,558,707,1265,2,Basketball,14,16,,,14,16,2449,34281,2775,44404,78685,,,,,,472641,432280,904921,,,,472641,432280,904921,476813,465645,942458,,,,476813,465645,942458
2018,218070,00343400,Furman,SC,2,,1,NCAA,1069,1579,2648,2,Basketball,15,16,,,15,16,30525,457880,14835,237353,695233,,,,,,2576740,1802659,4379399,,,,2576740,1802659,4379399,2293070,1746267,4039337,,,,2293070,1746267,4039337
2018,101240,00101700,Gadsden State Community College,AL,12,,3,NJCAA,993,1289,2282,2,Basketball,16,13,,,16,13,1385,22156,1641,21328,43484,,,,,,98650,93197,191847,,,,98650,93197,191847,98650,93197,191847,,,,98650,93197,191847
2018,101295,00787100,George C Wallace State Community College-Hanceville,AL,12,,3,NJCAA,969,1513,2482,2,Basketball,12,12,,,12,12,1400,16799,1185,14222,31021,,,,,,205585,153613,359198,,,,205585,153613,359198,205584,153613,359197,,,,205584,153613,359197
2018,101301,00569900,George C Wallace State Community College-Selma,AL,12,,3,NJCAA,301,385,686,2,Basketball,18,15,,,18,15,2633,47398,3107,46610,94008,,,,,,93600,86400,180000,,,,93600,86400,180000,93600,86400,180000,,,,93600,86400,180000
2018,156745,00196400,Georgetown College,KY,9,,2,NAIA,404,508,912,2,Basketball,24,36,,,24,36,2103,50470,872,31407,81877,,,,,,829977,729246,1559223,,,,829977,729246,1559223,829977,729246,1559223,,,,829977,729246,1559223
2018,139861,00160200,Georgia College & State University,GA,5,,1,NCAA,1972,3406,5378,2,Basketball,15,18,,,15,18,2006,30085,1491,26841,56926,,,,,,334299,327210,661509,,,,334299,327210,661509,334299,327209,661508,,,,334299,327209,661508
2018,139700,00950700,Georgia Highlands College,GA,12,,3,NJCAA,1165,1628,2793,2,Basketball,12,9,,,12,9,2322,27868,2041,18365,46233,,,,,,261873,291022,552895,,,,261873,291022,552895,269611,326063,595674,,,,269611,326063,595674
2018,139755,00156900,Georgia Institute of Technology-Main Campus,GA,1,,1,NCAA,8654,5495,14149,2,Basketball,18,14,,,18,14,85670,1542063,71172,996407,2538470,,,,,,6910271,446523,7356794,,,,6910271,446523,7356794,7095493,4454899,11550392,,,,7095493,4454899,11550392
2018,139931,00157200,Georgia Southern University,GA,1,,1,NCAA,8848,10482,19330,2,Basketball,19,14,,,19,14,26221,498208,20153,282145,780353,,,,,,1505129,1336954,2842083,,,,1505129,1336954,2842083,1505129,1336954,2842083,,,,1505129,1336954,2842083
2018,139764,00157300,Georgia Southwestern State University,GA,5,,1,NCAA,605,1051,1656,2,Basketball,14,16,,,14,16,3899,54584,3527,56433,111017,,,,,,273271,278336,551607,,,,273271,278336,551607,273271,278336,551607,,,,273271,278336,551607
2018,139940,00157400,Georgia State University,GA,1,,1,NCAA,8556,12343,20899,2,Basketball,15,17,,,15,17,34653,519797,13557,230470,750267,,,,,,2917278,1727147,4644425,,,,2917278,1727147,4644425,2917278,1727147,4644425,,,,2917278,1727147,4644425
2018,139968,00157500,Gordon State College,GA,12,,3,NJCAA,773,1494,2267,2,Basketball,15,,,,15,0,1089,16339,0,0,16339,,,,,,126830,,126830,,,,126830,0,126830,110858,,110858,,,,110858,0,110858
2018,159009,00200600,Grambling State University,LA,2,,1,NCAA,1516,2289,3805,2,Basketball,13,14,,,13,14,25114,326484,13797,193154,519638,,,,,,913266,784152,1697418,,,,913266,784152,1697418,913266,784152,1697418,,,,913266,784152,1697418
2018,225070,00357000,Grayson College,TX,12,,3,NJCAA,610,816,1426,2,Basketball,11,13,,,11,13,522,5740,603,7840,13580,,,,,,249642,294195,543837,,,,249642,294195,543837,249642,294195,543837,,,,249642,294195,543837
2018,134343,00149000,Gulf Coast State College,FL,12,,3,NJCAA,695,1110,1805,2,Basketball,11,13,,,11,13,7518,82694,11762,152910,235604,,,,,,411643,502699,914342,,,,411643,502699,914342,411643,502699,914342,,,,411643,502699,914342
2018,177542,00908900,Hannibal-LaGrange University,MO,9,,2,NAIA,259,362,621,2,Basketball,15,12,,,15,12,1920,28803,1502,18027,46830,,,,,,249767,139919,389686,,,,249767,139919,389686,249167,139919,389086,,,,249167,139919,389086
2018,225247,00357100,Hardin-Simmons University,TX,6,,1,NCAA,763,864,1627,2,Basketball,17,24,,,17,24,3759,63908,2681,64341,128249,,,,,,205798,200702,406500,,,,205798,200702,406500,202072,192522,394594,,,,202072,192522,394594
2018,107044,00109700,Harding University,AR,4,,1,NCAA,1718,2024,3742,2,Basketball,17,16,,,17,16,4877,82905,4650,74402,157307,,,,,,494473,431915,926388,,,,494473,431915,926388,494473,431915,926388,,,,494473,431915,926388
2018,177551,00246600,Harris-Stowe State University,MO,9,,2,NAIA,478,920,1398,2,Basketball,15,13,,,15,13,1904,28555,1937,25186,53741,,,,,,110519,91679,202198,,,,110519,91679,202198,110519,91679,202198,,,,110519,91679,202198
2018,107071,00109800,Henderson State University,AR,4,,1,NCAA,1190,1536,2726,2,Basketball,16,12,,,16,12,5080,81281,5611,67328,148609,,,,,,404235,363365,767600,,,,404235,363365,767600,404235,363365,767600,,,,404235,363365,767600
2018,107080,00109900,Hendrix College,AR,6,,1,NCAA,573,619,1192,2,Basketball,18,14,,,18,14,3817,68714,3856,53985,122699,,,,,,131116,124132,255248,,,,131116,124132,255248,131116,124132,255248,,,,131116,124132,255248
2018,225371,00357300,Hill College,TX,12,,3,NJCAA,594,839,1433,2,Basketball,13,17,,,13,17,1808,23501,1430,24302,47803,,,,,,159191,158935,318126,,,,159191,158935,318126,156584,156942,313526,,,,156584,156942,313526
2018,134495,00787000,Hillsborough Community College,FL,12,,3,NJCAA,5188,5420,10608,2,Basketball,15,15,,,15,15,228,3422,951,14270,17692,,,,,,141003,133201,274204,,,,141003,133201,274204,141490,130372,271862,,,,141490,130372,271862
2018,175786,00240700,Hinds Community College,MS,12,,3,NJCAA,2771,4001,6772,2,Basketball,12,13,,,12,13,1591,19097,1626,21138,40235,,,,,,185898,131993,317891,,,,185898,131993,317891,185898,131993,317891,,,,185898,131993,317891
2018,175810,00240800,Holmes Community College,MS,12,,3,NJCAA,1278,2246,3524,2,Basketball,14,12,,,14,12,1793,25108,1457,17489,42597,,,,,,268565,223753,492318,,,,268565,223753,492318,268565,223753,492318,,,,268565,223753,492318
2018,225399,00357600,Houston Baptist University,TX,2,,1,NCAA,685,1190,1875,2,Basketball,15,16,,,15,16,27962,419424,9856,157689,577113,,,,,,1345408,1050068,2395476,,,,1345408,1050068,2395476,1345408,1050068,2395476,,,,1345408,1050068,2395476
2018,225520,00357400,Howard College,TX,12,,3,NJCAA,431,730,1161,2,Basketball,14,11,,,14,11,4013,56188,3830,42134,98322,,,,,,312664,299973,612637,,,,312664,299973,612637,308536,295454,603990,,,,308536,295454,603990
2018,225548,00357500,Howard Payne University,TX,6,,1,NCAA,447,365,812,2,Basketball,32,19,,,32,19,2424,77579,3723,70737,148316,,,,,,190469,181161,371630,,,,190469,181161,371630,182276,158925,341201,,,,182276,158925,341201
2018,101435,00101900,Huntingdon College,AL,6,,1,NCAA,477,404,881,2,Basketball,28,24,,,28,24,3109,87052,2650,63600,150652,,,,,,227665,220341,448006,,,,227665,220341,448006,227665,220341,448006,,,,227665,220341,448006
2018,225575,00357700,Huston-Tillotson University,TX,9,,2,NAIA,394,641,1035,2,Basketball,17,15,,,17,15,3632,61737,3603,54038,115775,,,,,,198165,158559,356724,,,,198165,158559,356724,178932,139826,318758,,,,178932,139826,318758
2018,134608,00149300,Indian River State College,FL,12,,3,NJCAA,2102,2411,4513,2,Basketball,14,14,,,14,14,3875,54256,3446,48240,102496,,,,,,272231,248360,520591,,,,272231,248360,520591,272231,248360,520591,,,,272231,248360,520591
2018,175829,00240900,Itawamba Community College,MS,13,,3,NJCAA,1374,1886,3260,2,Basketball,16,15,,,16,15,1628,26054,1743,26152,52206,,,,,,264238,191278,455516,,,,264238,191278,455516,264238,191278,455516,,,,264238,191278,455516
2018,220400,00493700,Jackson State Community College,TN,12,,3,NJCAA,793,1481,2274,2,Basketball,11,11,,,11,11,3219,35409,2699,29686,65095,,,,,,122644,91348,213992,,,,122644,91348,213992,122644,91348,213992,,,,122644,91348,213992
2018,175856,00241000,Jackson State University,MS,2,,1,NCAA,1756,3083,4839,2,Basketball,21,16,,,21,16,5152,108201,5814,93030,201231,,,,,,676673,693509,1370182,,,,676673,693509,1370182,676673,693509,1370182,,,,676673,693509,1370182
2018,225876,00357900,Jacksonville College-Main Campus,TX,12,,3,NJCAA,100,138,238,2,Basketball,14,11,,,14,11,2599,36388,2424,26667,63055,,,,,,209229,141803,351032,,,,209229,141803,351032,209229,141803,351032,,,,209229,141803,351032
2018,101480,00102000,Jacksonville State University,AL,2,,1,NCAA,2266,3090,5356,2,Basketball,13,14,,,13,14,23290,302772,13864,194099,496871,,,,,,1497090,1097540,2594630,,,,1497090,1097540,2594630,1497090,1097540,2594630,,,,1497090,1097540,2594630
2018,134945,00149500,Jacksonville University,FL,2,,1,NCAA,999,1284,2283,2,Basketball,15,15,,,15,15,27220,408306,13487,202311,610617,,,,,,2025816,1454163,3479979,,,,2025816,1454163,3479979,2025816,1454163,3479979,,,,2025816,1454163,3479979
2018,225885,00363700,Jarvis Christian College,TX,9,,2,NAIA,420,503,923,2,Basketball,21,19,,,21,19,2762,58002,2152,40879,98881,,,,,,244307,147921,392228,,,,244307,147921,392228,244307,147921,392228,,,,244307,147921,392228
2018,177676,00246800,Jefferson College,MO,12,,3,NJCAA,783,1130,1913,2,Basketball,,12,,,0,12,0,0,3498,41979,41979,,,,,,,187809,187809,,,,0,187809,187809,,187809,187809,,,,0,187809,187809
2018,107141,00110000,John Brown University,AR,9,,2,NAIA,593,835,1428,2,Basketball,15,13,,,15,13,4721,70808,3374,43856,114664,,,,,,611245,635708,1246953,,,,611245,635708,1246953,597287,629040,1226327,,,,597287,629040,1226327
2018,220473,00349500,Johnson University,TN,16,,4,NCCAA,339,293,632,2,Basketball,16,9,,,16,9,1403,22454,1875,16871,39325,,,,,,46354,37150,83504,,,,46354,37150,83504,44310,37107,81417,,,,44310,37107,81417
2018,132879,00349503,Johnson University Florida,FL,16,,4,NCCAA,111,76,187,2,Basketball,23,8,,,23,8,2104,48402,3325,26601,75003,,,,,,68051,46294,114345,,,,68051,46294,114345,67167,44158,111325,,,,67167,44158,111325
2018,175883,00241100,Jones County Junior College,MS,12,,3,NJCAA,1349,1921,3270,2,Basketball,14,14,,,14,14,1364,19089,2429,34007,53096,,,,,,266306,345203,611509,,,,266306,345203,611509,266306,345203,611509,,,,266306,345203,611509
2018,135081,02151900,Keiser University-Ft Lauderdale,FL,10,,2,NAIA,3755,7625,11380,2,Basketball,33,15,,,33,15,4098,135231,6229,93428,228659,,,,,,546186,461325,1007511,,,,546186,461325,1007511,545771,447399,993170,,,,545771,447399,993170
2018,486840,00157700,Kennesaw State University,GA,2,,1,NCAA,12243,11594,23837,2,Basketball,14,13,,,14,13,26862,376061,24857,323144,699205,,,,,,1511263,1229059,2740322,,,,1511263,1229059,2740322,1510719,1228108,2738827,,,,1510719,1228108,2738827
2018,157100,00196500,Kentucky Christian University,KY,10,,2,NAIA,289,167,456,2,Basketball,15,15,,,15,15,2060,30899,2435,36527,67426,,,,,,72153,80438,152591,,,,72153,80438,152591,72153,80438,152591,,,,72153,80438,152591
2018,157058,00196800,Kentucky State University,KY,4,,1,NCAA,468,584,1052,2,Basketball,16,13,,,16,13,7212,115396,13540,176026,291422,,,,,,351048,476754,827802,,,,351048,476754,827802,351048,476754,827802,,,,351048,476754,827802
2018,157076,00196900,Kentucky Wesleyan College,KY,4,,1,NCAA,388,365,753,2,Basketball,16,12,,,16,12,4186,66978,5078,60933,127911,,,,,,570928,497069,1067997,,,,570928,497069,1067997,570928,497069,1067997,,,,570928,497069,1067997
2018,226019,00358000,Kilgore College,TX,12,,3,NJCAA,931,1153,2084,2,Basketball,12,11,,,12,11,3665,43984,2983,32809,76793,,,,,,687396,37722,725118,,,,687396,37722,725118,231703,187324,419027,,,,231703,187324,419027
2018,220516,00349600,King University,TN,5,,1,NCAA,558,900,1458,2,Basketball,25,15,,,25,15,1145,28629,1607,24110,52739,,,,,,525920,516905,1042825,,,,525920,516905,1042825,525920,516905,1042825,,,,525920,516905,1042825
2018,140234,00157800,LaGrange College,GA,6,,1,NCAA,402,425,827,2,Basketball,27,17,,,27,17,2104,56801,1926,32740,89541,,,,,,219487,147179,366666,,,,219487,147179,366666,219487,147179,366666,,,,219487,147179,366666
2018,226116,02348500,Lamar State College-Port Arthur,TX,12,,3,NJCAA,347,533,880,2,Basketball,13,,,,13,0,6648,86419,0,0,86419,,,,,,298327,,298327,,,,298327,0,298327,298327,,298327,,,,298327,0,298327
2018,226091,00358100,Lamar University,TX,2,,1,NCAA,2508,3222,5730,2,Basketball,13,14,,,13,14,17922,232987,13640,190966,423953,,,,,,1405823,1272926,2678749,,,,1405823,1272926,2678749,1384151,1247747,2631898,,,,1384151,1247747,2631898
2018,218229,00343500,Lander University,SC,5,,1,NCAA,870,1889,2759,2,Basketball,20,14,,,20,14,1781,35617,2980,41715,77332,,,,,,877945,851941,1729886,,,,877945,851941,1729886,680399,686913,1367312,,,,680399,686913,1367312
2018,220598,00349900,Lane College,TN,4,,1,NCAA,618,566,1184,2,Basketball,16,12,,,16,12,4817,77072,8812,105746,182818,,,,,,627532,331455,958987,,,,627532,331455,958987,627532,331455,958987,,,,627532,331455,958987
2018,101569,00105900,Lawson State Community College-Birmingham Campus,AL,12,,3,NJCAA,705,935,1640,2,Basketball,12,10,,,12,10,2897,34759,3144,31443,66202,,,,,,221211,205962,427173,,,,221211,205962,427173,221211,205962,427173,,,,221211,205962,427173
2018,220604,00350100,Le Moyne-Owen College,TN,5,,1,NCAA,237,524,761,2,Basketball,16,14,,,16,14,167,2675,177,2475,5150,,,,,,179548,161778,341326,,,,179548,161778,341326,179548,161778,341326,,,,179548,161778,341326
2018,226204,00358300,Lee College,TX,12,,3,NJCAA,729,593,1322,2,Basketball,14,,,,14,0,5084,71181,0,0,71181,,,,,,347679,,347679,,,,347679,0,347679,347679,,347679,,,,347679,0,347679
2018,220613,00350000,Lee University,TN,5,,1,NCAA,1361,2412,3773,2,Basketball,14,18,,,14,18,6936,97100,7584,136519,233619,,,,,,593051,636243,1229294,,,,593051,636243,1229294,593051,636243,1229294,,,,593051,636243,1229294
2018,226231,00358400,LeTourneau University,TX,7,,1,NCAA,816,452,1268,2,Basketball,19,17,,,19,17,1895,36014,1470,24991,61005,,,,,,172855,149453,322308,,,,172855,149453,322308,169118,138470,307588,,,,169118,138470,307588
2018,140252,02074800,Life University,GA,9,,2,NAIA,353,374,727,2,Basketball,13,16,,,13,16,7040,91526,3773,60371,151897,,,,,,553742,422604,976346,,,,553742,422604,976346,553742,422604,976346,,,,553742,422604,976346
2018,218238,00343600,Limestone College,SC,4,,1,NCAA,835,961,1796,2,Basketball,26,18,,,26,18,2044,53151,2935,52831,105982,,,,,,490713,481485,972198,,,,490713,481485,972198,490713,481485,972198,,,,490713,481485,972198
2018,220631,00350200,Lincoln Memorial University,TN,5,,1,NCAA,442,942,1384,2,Basketball,20,15,,,20,15,6111,122229,5943,89148,211377,,,,,,943670,554820,1498490,,,,943670,554820,1498490,943670,554820,1498490,,,,943670,554820,1498490
2018,177940,00247900,Lincoln University,MO,4,,1,NCAA,685,964,1649,2,Basketball,13,13,,,13,13,5271,68520,3454,44906,113426,,,,,,424025,349142,773167,,,,424025,349142,773167,424025,346669,770694,,,,424025,346669,770694
2018,177968,00248000,Lindenwood University,MO,4,,1,NCAA,2760,3195,5955,2,Basketball,63,56,,,63,56,3280,206619,2745,153735,360354,,,,,,910699,766475,1677174,,,,910699,766475,1677174,910699,766475,1677174,,,,910699,766475,1677174
2018,157216,00197200,Lindsey Wilson College,KY,9,,2,NAIA,735,1132,1867,2,Basketball,43,36,,,43,36,1388,59681,1944,69996,129677,,,,,,620695,518423,1139118,,,,620695,518423,1139118,620695,516107,1136802,,,,620695,516107,1136802
2018,219976,00348600,Lipscomb University,TN,3,,1,NCAA,1066,1670,2736,2,Basketball,15,16,,,15,16,34443,516648,13178,210844,727492,,,,,,2228677,1473559,3702236,,,,2228677,1473559,3702236,2228677,1473559,3702236,,,,2228677,1473559,3702236
2018,159568,00200700,Louisiana College,LA,6,,1,NCAA,472,411,883,2,Basketball,15,17,,,15,17,4657,69860,3078,52323,122183,,,,,,200899,137298,338197,,,,200899,137298,338197,200899,137298,338197,,,,200899,137298,338197
2018,159391,00201000,Louisiana State University and Agricultural & Mechanical College,LA,1,,1,NCAA,10443,11830,22273,2,Basketball,14,14,,,14,14,117153,1640142,63105,883464,2523606,,,,,,9965537,248005,10213542,,,,9965537,248005,10213542,9512515,4294960,13807475,,,,9512515,4294960,13807475
2018,159382,00201100,Louisiana State University-Alexandria,LA,9,,2,NAIA,581,1199,1780,2,Basketball,24,18,,,24,18,2992,71814,3061,55098,126912,,,,,,307225,215198,522423,,,,307225,215198,522423,307225,215198,522423,,,,307225,215198,522423
