Survey Year,UNITID,OPE ID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Sport Code,Sport Name,# Participants Men's Team,# Participants Women's Team,# Participants Men Coed Team,# Participants Women Coed Team,Total # Participants Men's Team/Men Coed Team,Total # Participants Women's Team/Women Coed Team,Operating Expenses per Participant/Men's Team,Operating Expenses per Team/Men's Team,Operating Expenses per Participant/Women's Team,Operating Expenses per Team/Women's Team,Total Operating Expenses Men's Team and Women's Team,Operating Expenses per Participant/Men Coed Team,Operating Expenses per Team/Men Coed Team,Operating Expenses per Participant/Women Coed Team,Operating Expenses per Team/Women Coed Team,Total Operating Expenses Men Coed Team/Women Coed Team,Revenues Men's Team,Revenues Women's Team,Total Revenues For Men's Team and Women's Team,Revenues Men Coed Team,Revenues Women Coed Team,Total Revenues Men Coed Team/Women Coed Team,Total Revenues Men's Team and Men Coed Team,Total Revenues Women's Team and Women Coed Team,Total Revenues Men's Team/Women's Team and Coed Team,Expenses Men's Team,Expenses Women's Team,Total Expenses Men's Team and Women's Team,Expenses Men Coed Team,Expenses Women Coed Team,Total Expenses Men Coed Team and Women Coed Team,Total Expenses Men's Team and Men Coed Team,Total Expenses Women's Team and  Women Coed Team,Total Expenses Men's Team/Women's Team and Coed Team
2019,156620,00196300,Eastern Kentucky University,KY,2,,1,NCAA,4172,5732,9904,2,Basketball,16,15,,,16,15,13284,212547,5988,89815,302362,,,,,,1434809,1002811,2437620,,,,1434809,1002811,2437620,1434809,1002811,2437620,,,,1434809,1002811,2437620
2019,446233,03855300,Ecclesia College,AR,15,,4,NCCAA,96,72,168,2,Basketball,12,11,,,12,11,2142,25706,1368,15052,40758,,,,,,98094,62287,160381,,,,98094,62287,160381,98094,62287,160381,,,,98094,62287,160381
2019,133492,00148700,Eckerd College,FL,5,,1,NCAA,631,1313,1944,2,Basketball,14,9,,,14,9,5840,81759,5500,49504,131263,,,,,,746584,592400,1338984,,,,746584,592400,1338984,746585,592401,1338986,,,,746585,592401,1338986
2019,133526,00147800,Edward Waters College,FL,9,,2,NAIA,449,413,862,2,Basketball,15,10,,,15,10,6151,92267,7307,73065,165332,,,,,,386192,335212,721404,,,,386192,335212,721404,386192,335212,721404,,,,386192,335212,721404
2019,133553,00147900,Embry-Riddle Aeronautical University-Daytona Beach,FL,5,,1,NCAA,4649,1354,6003,2,Basketball,19,14,,,19,14,4399,83582,3913,54777,138359,,,,,,1290901,689448,1980349,,,,1290901,689448,1980349,1290901,689448,1980349,,,,1290901,689448,1980349
2019,139630,00156300,Emmanuel College,GA,5,,1,NCAA,437,368,805,2,Basketball,45,22,,,45,22,1759,79169,2504,55086,134255,,,,,,473840,467797,941637,,,,473840,467797,941637,441446,463240,904686,,,,441446,463240,904686
2019,139658,00156400,Emory University,GA,7,,1,NCAA,2799,4140,6939,2,Basketball,14,13,,,14,13,8984,125773,7382,95965,221738,,,,,,575648,462896,1038544,,,,575648,462896,1038544,348584,232783,581367,,,,348584,232783,581367
2019,487092,00156401,Emory University-Oxford College,GA,114,,8,other,431,550,981,2,Basketball,11,,,,11,0,3155,34704,0,0,34704,,,,,,128696,,128696,,,,128696,0,128696,128696,,128696,,,,128696,0,128696
2019,101143,00101500,Enterprise State Community College,AL,12,,3,NJCAA,516,442,958,2,Basketball,13,12,,,13,12,1431,18599,1657,19885,38484,,,,,,130063,123068,253131,,,,130063,123068,253131,129696,122701,252397,,,,129696,122701,252397
2019,217998,00343200,Erskine College,SC,5,,1,NCAA,492,279,771,2,Basketball,60,23,,,60,23,941,56455,1089,25058,81513,,,,,,277781,190949,468730,,,,277781,190949,468730,277781,190949,468730,,,,277781,190949,468730
2019,177339,00246300,Evangel University,MO,9,,2,NAIA,668,871,1539,2,Basketball,39,32,,,39,32,1930,75272,2856,91402,166674,,,,,,577117,516561,1093678,,,,577117,516561,1093678,577117,516561,1093678,,,,577117,516561,1093678
2019,101189,00100300,Faulkner University,AL,9,,2,NAIA,645,836,1481,2,Basketball,16,28,,,16,28,5522,88347,2560,71667,160014,,,,,,598161,570543,1168704,,,,598161,570543,1168704,598161,570543,1168704,,,,598161,570543,1168704
2019,220181,00349000,Fisk University,TN,10,,2,NAIA,255,567,822,2,Basketball,15,17,,,15,17,2683,40250,2565,43598,83848,,,,,,185900,187050,372950,,,,185900,187050,372950,185900,187050,372950,,,,185900,187050,372950
2019,133711,00789300,Flagler College-St Augustine,FL,5,,1,NCAA,909,1896,2805,2,Basketball,14,15,,,14,15,6766,94728,5031,75466,170194,,,,,,569862,500843,1070705,,,,569862,500843,1070705,589417,514841,1104258,,,,589417,514841,1104258
2019,133650,00148000,Florida Agricultural and Mechanical University,FL,2,,1,NCAA,2277,4511,6788,2,Basketball,15,13,,,15,13,16574,248603,14772,192034,440637,,,,,,999869,678062,1677931,,,,999869,678062,1677931,999869,678062,1677931,,,,999869,678062,1677931
2019,133669,00148100,Florida Atlantic University,FL,1,,1,NCAA,7112,9109,16221,2,Basketball,15,18,,,15,18,36249,543740,23160,416875,960615,,,,,,2337677,1838805,4176482,,,,2337677,1838805,4176482,2337677,1838805,4176482,,,,2337677,1838805,4176482
2019,133809,00148200,Florida College,FL,9,,2,NAIA,251,270,521,2,Basketball,15,9,,,15,9,6548,98222,7884,70956,169178,,,,,,361250,212793,574043,,,,361250,212793,574043,361250,212793,574043,,,,361250,212793,574043
2019,135160,00150100,Florida Gateway College,FL,13,,3,NJCAA,345,668,1013,2,Basketball,12,,,,12,0,3178,38136,0,0,38136,,,,,,74742,,74742,,,,74742,0,74742,74742,,74742,,,,74742,0,74742
2019,433660,03255300,Florida Gulf Coast University,FL,3,,1,NCAA,4796,6232,11028,2,Basketball,17,16,,,17,16,25263,429476,17912,286586,716062,,,,,,1713690,1732471,3446161,,,,1713690,1732471,3446161,1713690,1732471,3446161,,,,1713690,1732471,3446161
2019,133881,00146900,Florida Institute of Technology,FL,4,,1,NCAA,2257,909,3166,2,Basketball,16,11,,,16,11,3816,61050,5706,62770,123820,,,,,,852671,624281,1476952,,,,852671,624281,1476952,760139,607689,1367828,,,,760139,607689,1367828
2019,133951,00963500,Florida International University,FL,1,,1,NCAA,11828,15824,27652,2,Basketball,15,14,,,15,14,32225,483379,25629,358811,842190,,,,,,1958855,184845,2143700,,,,1958855,184845,2143700,1958855,1958855,3917710,,,,1958855,1958855,3917710
2019,133979,00148600,Florida Memorial University,FL,10,,2,NAIA,403,596,999,2,Basketball,17,12,,,17,12,4053,68902,5424,65088,133990,,,,,,360085,185885,545970,,,,360085,185885,545970,320700,200932,521632,,,,320700,200932,521632
2019,408844,02547600,Florida National University-Main Campus,FL,9,,2,NAIA,577,1367,1944,2,Basketball,38,18,,,38,18,3563,135405,4972,89497,224902,,,,,,533023,272638,805661,,,,533023,272638,805661,500501,373529,874030,,,,500501,373529,874030
2019,134079,00148800,Florida Southern College,FL,5,,1,NCAA,945,1591,2536,2,Basketball,14,15,,,14,15,6717,94031,3360,50397,144428,,,,,,937581,685691,1623272,,,,937581,685691,1623272,937581,685691,1623272,,,,937581,685691,1623272
2019,133508,00147700,Florida SouthWestern State College,FL,12,,3,NJCAA,1994,3045,5039,2,Basketball,13,14,,,13,14,5015,65194,4085,57196,122390,,,,,,406822,394738,801560,,,,406822,394738,801560,392248,391524,783772,,,,392248,391524,783772
2019,133702,00148400,Florida State College at Jacksonville,FL,12,,3,NJCAA,2878,4001,6879,2,Basketball,13,14,,,13,14,2770,36008,2542,35583,71591,,,,,,220000,263342,483342,,,,220000,263342,483342,220000,263342,483342,,,,220000,263342,483342
2019,134097,00148900,Florida State University,FL,1,,1,NCAA,12557,17211,29768,2,Basketball,19,15,,,19,15,88980,1690629,86588,1298813,2989442,,,,,,13061863,6035984,19097847,,,,13061863,6035984,19097847,10502886,6035984,16538870,,,,10502886,6035984,16538870
2019,177418,00246400,Fontbonne University,MO,7,,1,NCAA,304,464,768,2,Basketball,21,15,,,21,15,1947,40894,2365,35475,76369,,,,,,98854,115214,214068,,,,98854,115214,214068,91370,112714,204084,,,,91370,112714,204084
2019,139719,00156600,Fort Valley State University,GA,4,,1,NCAA,794,1262,2056,2,Basketball,20,18,,,20,18,4005,80095,4884,87908,168003,,,,,,169122,118505,287627,,,,169122,118505,287627,324588,265787,590375,,,,324588,265787,590375
2019,218061,00922600,Francis Marion University,SC,5,,1,NCAA,923,1958,2881,2,Basketball,33,16,,,33,16,1922,63420,3574,57176,120596,,,,,,516234,469580,985814,,,,516234,469580,985814,516133,471135,987268,,,,516133,471135,987268
2019,224891,00356800,Frank Phillips College,TX,12,,3,NJCAA,218,236,454,2,Basketball,19,16,,,19,16,1736,32987,2225,35602,68589,,,,,,159560,153710,313270,,,,159560,153710,313270,159560,153710,313270,,,,159560,153710,313270
2019,220215,00349200,Freed-Hardeman University,TN,9,,2,NAIA,596,701,1297,2,Basketball,14,14,,,14,14,2448,34278,2536,35505,69783,,,,,,473956,577147,1051103,,,,473956,577147,1051103,511257,486308,997565,,,,511257,486308,997565
2019,218070,00343400,Furman University,SC,2,,1,NCAA,1024,1575,2599,2,Basketball,14,15,,,14,15,42755,598575,22978,344677,943252,,,,,,2641515,1739321,4380836,,,,2641515,1739321,4380836,2641515,1739321,4380836,,,,2641515,1739321,4380836
2019,101240,00101700,Gadsden State Community College,AL,12,,3,NJCAA,937,1260,2197,2,Basketball,15,13,,,15,13,1417,21250,1574,20460,41710,,,,,,99004,92364,191368,,,,99004,92364,191368,99004,92364,191368,,,,99004,92364,191368
2019,101295,00787100,George C Wallace State Community College-Hanceville,AL,12,,3,NJCAA,932,1472,2404,2,Basketball,16,14,,,16,14,775,12404,1022,14312,26716,,,,,,180873,177854,358727,,,,180873,177854,358727,176362,176672,353034,,,,176362,176672,353034
2019,101301,00569900,George C Wallace State Community College-Selma,AL,12,,3,NJCAA,290,325,615,2,Basketball,15,14,,,15,14,3167,47502,3314,46400,93902,,,,,,93610,88502,182112,,,,93610,88502,182112,93610,88502,182112,,,,93610,88502,182112
2019,156745,00196400,Georgetown College,KY,9,,2,NAIA,421,511,932,2,Basketball,18,22,,,18,22,2082,37479,1586,34886,72365,,,,,,739745,787719,1527464,,,,739745,787719,1527464,739745,787719,1527464,,,,739745,787719,1527464
2019,139861,00160200,Georgia College & State University,GA,5,,1,NCAA,1910,3422,5332,2,Basketball,15,18,,,15,18,2346,35193,1776,31968,67161,,,,,,311531,265689,577220,,,,311531,265689,577220,330887,287195,618082,,,,330887,287195,618082
2019,139700,00950700,Georgia Highlands College,GA,12,,3,NJCAA,1050,1532,2582,2,Basketball,13,12,,,13,12,2484,32298,2278,27336,59634,,,,,,214116,273323,487439,,,,214116,273323,487439,214390,269708,484098,,,,214390,269708,484098
2019,139755,00156900,Georgia Institute of Technology-Main Campus,GA,1,,1,NCAA,8508,5624,14132,2,Basketball,17,12,,,17,12,102928,1749781,91622,1099469,2849250,,,,,,6063195,763946,6827141,,,,6063195,763946,6827141,7318594,4571541,11890135,,,,7318594,4571541,11890135
2019,139931,00157200,Georgia Southern University,GA,1,,1,NCAA,8415,10579,18994,2,Basketball,17,15,,,17,15,19907,338418,19380,290705,629123,,,,,,869288,171331,1040619,,,,869288,171331,1040619,1622981,1257367,2880348,,,,1622981,1257367,2880348
2019,139764,00157300,Georgia Southwestern State University,GA,5,,1,NCAA,599,1024,1623,2,Basketball,16,15,,,16,15,2775,44404,2961,44416,88820,,,,,,295063,318563,613626,,,,295063,318563,613626,295063,318563,613626,,,,295063,318563,613626
2019,139940,00157400,Georgia State University,GA,1,,1,NCAA,8903,12912,21815,2,Basketball,15,16,,,15,16,33297,499453,23394,374303,873756,,,,,,2628401,1839837,4468238,,,,2628401,1839837,4468238,2628401,1839837,4468238,,,,2628401,1839837,4468238
2019,139968,00157500,Gordon State College,GA,12,,3,NJCAA,732,1413,2145,2,Basketball,15,,,,15,0,1168,17521,0,0,17521,,,,,,44849,,44849,,,,44849,0,44849,89361,,89361,,,,89361,0,89361
2019,159009,00200600,Grambling State University,LA,2,,1,NCAA,1423,2390,3813,2,Basketball,19,18,,,19,18,2007,38141,2084,37515,75656,,,,,,1027264,796114,1823378,,,,1027264,796114,1823378,1027264,796114,1823378,,,,1027264,796114,1823378
2019,225070,00357000,Grayson College,TX,12,,3,NJCAA,625,793,1418,2,Basketball,14,15,,,14,15,471,6600,580,8700,15300,,,,,,256387,283541,539928,,,,256387,283541,539928,256387,283541,539928,,,,256387,283541,539928
2019,134343,00149000,Gulf Coast State College,FL,12,,3,NJCAA,598,980,1578,2,Basketball,12,14,,,12,14,4255,51059,4249,59485,110544,,,,,,389361,437599,826960,,,,389361,437599,826960,389361,437599,826960,,,,389361,437599,826960
2019,177542,00908900,Hannibal-LaGrange University,MO,9,,2,NAIA,235,346,581,2,Basketball,11,14,,,11,14,2447,26922,1556,21778,48700,,,,,,215294,191317,406611,,,,215294,191317,406611,215294,191317,406611,,,,215294,191317,406611
2019,225247,00357100,Hardin-Simmons University,TX,6,,1,NCAA,748,866,1614,2,Basketball,15,20,,,15,20,4387,65809,3357,67143,132952,,,,,,201181,201131,402312,,,,201181,201131,402312,215398,205617,421015,,,,215398,205617,421015
2019,107044,00109700,Harding University,AR,4,,1,NCAA,1592,1940,3532,2,Basketball,19,17,,,19,17,5690,108118,5393,91678,199796,,,,,,429475,497933,927408,,,,429475,497933,927408,429475,497933,927408,,,,429475,497933,927408
2019,177551,00246600,Harris-Stowe State University,MO,9,,2,NAIA,446,924,1370,2,Basketball,12,13,,,12,13,4032,48378,2958,38450,86828,,,,,,183466,114419,297885,,,,183466,114419,297885,183466,114419,297885,,,,183466,114419,297885
2019,107071,00109800,Henderson State University,AR,4,,1,NCAA,1167,1528,2695,2,Basketball,15,15,,,15,15,6429,96440,4920,73805,170245,,,,,,472149,395355,867504,,,,472149,395355,867504,472149,395355,867504,,,,472149,395355,867504
2019,107080,00109900,Hendrix College,AR,6,,1,NCAA,526,575,1101,2,Basketball,19,10,,,19,10,3116,59209,5154,51537,110746,,,,,,118804,109169,227973,,,,118804,109169,227973,118804,109169,227973,,,,118804,109169,227973
2019,225371,00357300,Hill College,TX,12,,3,NJCAA,573,844,1417,2,Basketball,12,13,,,12,13,2051,24608,2297,29867,54475,,,,,,155628,153578,309206,,,,155628,153578,309206,155628,150546,306174,,,,155628,150546,306174
2019,134495,00787000,Hillsborough Community College,FL,12,,3,NJCAA,4950,5417,10367,2,Basketball,15,15,,,15,15,297,4457,958,14375,18832,,,,,,151654,133987,285641,,,,151654,133987,285641,140654,130654,271308,,,,140654,130654,271308
2019,175786,00240700,Hinds Community College,MS,12,,3,NJCAA,2686,3973,6659,2,Basketball,12,15,,,12,15,2763,33156,1662,24927,58083,,,,,,161595,148508,310103,,,,161595,148508,310103,161595,148508,310103,,,,161595,148508,310103
2019,175810,00240800,Holmes Community College,MS,12,,3,NJCAA,1260,2080,3340,2,Basketball,15,12,,,15,12,1859,27883,1575,18899,46782,,,,,,283188,211941,495129,,,,283188,211941,495129,283188,211941,495129,,,,283188,211941,495129
2019,225399,00357600,Houston Baptist University,TX,2,,1,NCAA,722,1345,2067,2,Basketball,15,17,,,15,17,22571,338562,8425,143217,481779,,,,,,1337537,1079801,2417338,,,,1337537,1079801,2417338,1337537,1079801,2417338,,,,1337537,1079801,2417338
2019,225520,00357400,Howard College,TX,12,,3,NJCAA,362,743,1105,2,Basketball,15,13,,,15,13,3348,50226,3728,48470,98696,,,,,,316580,295689,612269,,,,316580,295689,612269,316580,295689,612269,,,,316580,295689,612269
2019,225548,00357500,Howard Payne University,TX,6,,1,NCAA,400,338,738,2,Basketball,30,17,,,30,17,2698,80939,5819,98917,179856,,,,,,189413,192977,382390,,,,189413,192977,382390,187732,191955,379687,,,,187732,191955,379687
2019,101435,00101900,Huntingdon College,AL,6,,1,NCAA,442,388,830,2,Basketball,30,26,,,30,26,2804,84120,2825,73450,157570,,,,,,174752,148141,322893,,,,174752,148141,322893,174752,148141,322893,,,,174752,148141,322893
2019,225575,00357700,Huston-Tillotson University,TX,9,,2,NAIA,380,645,1025,2,Basketball,13,13,,,13,13,4908,63807,3851,50057,113864,,,,,,151651,145634,297285,,,,151651,145634,297285,151651,145634,297285,,,,151651,145634,297285
2019,134608,00149300,Indian River State College,FL,12,,3,NJCAA,2194,2448,4642,2,Basketball,14,15,,,14,15,4333,60666,4055,60828,121494,,,,,,267192,274456,541648,,,,267192,274456,541648,267192,274456,541648,,,,267192,274456,541648
2019,175829,00240900,Itawamba Community College,MS,13,,3,NJCAA,1335,1827,3162,2,Basketball,17,17,,,17,17,1204,20463,1149,19525,39988,,,,,,273525,177505,451030,,,,273525,177505,451030,273525,177505,451030,,,,273525,177505,451030
2019,220400,00493700,Jackson State Community College,TN,12,,3,NJCAA,836,1507,2343,2,Basketball,10,12,,,10,12,4201,42010,3181,38175,80185,,,,,,104199,167594,271793,,,,104199,167594,271793,104199,167594,271793,,,,104199,167594,271793
2019,175856,00241000,Jackson State University,MS,2,,1,NCAA,1568,2555,4123,2,Basketball,21,15,,,21,15,5873,123325,7678,115171,238496,,,,,,789914,712375,1502289,,,,789914,712375,1502289,789914,712375,1502289,,,,789914,712375,1502289
2019,225876,00357900,Jacksonville College-Main Campus,TX,12,,3,NJCAA,106,122,228,2,Basketball,14,17,,,14,17,2470,34585,2577,43813,78398,,,,,,207979,177595,385574,,,,207979,177595,385574,207979,177595,385574,,,,207979,177595,385574
2019,101480,00102000,Jacksonville State University,AL,2,,1,NCAA,2347,3412,5759,2,Basketball,14,17,,,14,17,24534,343471,11259,191399,534870,,,,,,1546609,1076520,2623129,,,,1546609,1076520,2623129,1546609,1076520,2623129,,,,1546609,1076520,2623129
2019,134945,00149500,Jacksonville University,FL,2,,1,NCAA,1059,1324,2383,2,Basketball,15,15,,,15,15,22469,337030,11987,179812,516842,,,,,,1917471,1518212,3435683,,,,1917471,1518212,3435683,1917471,1518212,3435683,,,,1917471,1518212,3435683
2019,225885,00363700,Jarvis Christian College,TX,9,,2,NAIA,366,466,832,2,Basketball,46,34,,,46,34,1177,54164,1358,46186,100350,,,,,,260035,205228,465263,,,,260035,205228,465263,260035,205228,465263,,,,260035,205228,465263
2019,177676,00246800,Jefferson College,MO,12,,3,NJCAA,749,1117,1866,2,Basketball,,13,,,0,13,0,0,3491,45377,45377,,,,,,,215154,215154,,,,0,215154,215154,,215154,215154,,,,0,215154,215154
2019,107141,00110000,John Brown University,AR,9,,2,NAIA,538,803,1341,2,Basketball,16,13,,,16,13,4194,67109,3694,48021,115130,,,,,,594368,571147,1165515,,,,594368,571147,1165515,580496,563397,1143893,,,,580496,563397,1143893
2019,220473,00349500,Johnson University,TN,16,,4,NCCAA,313,287,600,2,Basketball,21,7,,,21,7,1055,22147,2591,18136,40283,,,,,,63572,37126,100698,,,,63572,37126,100698,55972,37376,93348,,,,55972,37376,93348
2019,132879,00349503,Johnson University Florida,FL,16,,4,NCCAA,98,72,170,2,Basketball,16,11,,,16,11,2248,35973,2785,30637,66610,,,,,,62901,44022,106923,,,,62901,44022,106923,75295,41137,116432,,,,75295,41137,116432
2019,175883,00241100,Jones County Junior College,MS,12,,3,NJCAA,1275,1856,3131,2,Basketball,13,13,,,13,13,1437,18678,1838,23890,42568,,,,,,271842,307015,578857,,,,271842,307015,578857,271842,307015,578857,,,,271842,307015,578857
2019,135081,02151900,Keiser University-Ft Lauderdale,FL,10,,2,NAIA,3321,7156,10477,2,Basketball,32,13,,,32,13,3824,122382,5613,72974,195356,,,,,,544803,414298,959101,,,,544803,414298,959101,537376,394947,932323,,,,537376,394947,932323
2019,486840,00157700,Kennesaw State University,GA,2,,1,NCAA,12977,12308,25285,2,Basketball,16,14,,,16,14,18724,299587,24433,342068,641655,,,,,,558521,163907,722428,,,,558521,163907,722428,1471167,1192178,2663345,,,,1471167,1192178,2663345
2019,157100,00196500,Kentucky Christian University,KY,10,,2,NAIA,320,183,503,2,Basketball,24,26,,,24,26,2489,59740,2173,56509,116249,,,,,,191691,173056,364747,,,,191691,173056,364747,191691,173056,364747,,,,191691,173056,364747
2019,157058,00196800,Kentucky State University,KY,4,,1,NCAA,514,625,1139,2,Basketball,16,13,,,16,13,4064,65017,8157,106042,171059,,,,,,429007,551208,980215,,,,429007,551208,980215,429007,551208,980215,,,,429007,551208,980215
2019,157076,00196900,Kentucky Wesleyan College,KY,4,,1,NCAA,411,392,803,2,Basketball,18,14,,,18,14,6834,123009,6735,94287,217296,,,,,,733790,606345,1340135,,,,733790,606345,1340135,722979,594152,1317131,,,,722979,594152,1317131
2019,226019,00358000,Kilgore College,TX,12,,3,NJCAA,952,1331,2283,2,Basketball,12,11,,,12,11,3729,44746,3733,41063,85809,,,,,,241178,203795,444973,,,,241178,203795,444973,241178,203793,444971,,,,241178,203793,444971
2019,220516,00349600,King University,TN,5,,1,NCAA,522,964,1486,2,Basketball,26,16,,,26,16,1190,30932,1916,30649,61581,,,,,,512916,505035,1017951,,,,512916,505035,1017951,508316,504507,1012823,,,,508316,504507,1012823
2019,140234,00157800,LaGrange College,GA,6,,1,NCAA,436,408,844,2,Basketball,23,18,,,23,18,1860,42769,1341,24141,66910,,,,,,197226,128831,326057,,,,197226,128831,326057,197226,128831,326057,,,,197226,128831,326057
2019,226116,02348500,Lamar State College-Port Arthur,TX,12,,3,NJCAA,405,549,954,2,Basketball,14,,,,14,0,4779,66909,0,0,66909,,,,,,279451,,279451,,,,279451,0,279451,279451,,279451,,,,279451,0,279451
2019,226091,00358100,Lamar University,TX,2,,1,NCAA,2276,2961,5237,2,Basketball,14,12,,,14,12,17228,241193,16625,199500,440693,,,,,,1444668,1126343,2571011,,,,1444668,1126343,2571011,1391150,1114110,2505260,,,,1391150,1114110,2505260
2019,218229,00343500,Lander University,SC,5,,1,NCAA,932,2003,2935,2,Basketball,17,15,,,17,15,637,10830,918,13770,24600,,,,,,880178,819056,1699234,,,,880178,819056,1699234,730617,687829,1418446,,,,730617,687829,1418446
2019,220598,00349900,Lane College,TN,4,,1,NCAA,611,628,1239,2,Basketball,19,17,,,19,17,17852,339191,4957,84274,423465,,,,,,341260,323495,664755,,,,341260,323495,664755,341260,323495,664755,,,,341260,323495,664755
2019,101569,00105900,Lawson State Community College,AL,12,,3,NJCAA,669,978,1647,2,Basketball,20,14,,,20,14,1410,28209,1990,27857,56066,,,,,,244079,193979,438058,,,,244079,193979,438058,244079,193979,438058,,,,244079,193979,438058
2019,220604,00350100,Le Moyne-Owen College,TN,5,,1,NCAA,256,493,749,2,Basketball,13,13,,,13,13,6476,84189,5811,75545,159734,,,,,,426648,267193,693841,,,,426648,267193,693841,426648,267193,693841,,,,426648,267193,693841
2019,226204,00358300,Lee College,TX,12,,3,NJCAA,618,616,1234,2,Basketball,14,,,,14,0,6213,86984,0,0,86984,,,,,,2260,,2260,,,,2260,0,2260,282423,,282423,,,,282423,0,282423
2019,220613,00350000,Lee University,TN,5,,1,NCAA,1380,2294,3674,2,Basketball,11,15,,,11,15,10399,114393,7603,114050,228443,,,,,,604754,629287,1234041,,,,604754,629287,1234041,604754,629287,1234041,,,,604754,629287,1234041
2019,226231,00358400,LeTourneau University,TX,7,,1,NCAA,865,441,1306,2,Basketball,17,20,,,17,20,2474,42058,1924,38480,80538,,,,,,173489,148445,321934,,,,173489,148445,321934,171149,149947,321096,,,,171149,149947,321096
2019,140252,02074800,Life University,GA,9,,2,NAIA,356,373,729,2,Basketball,16,16,,,16,16,3344,53500,3315,53039,106539,,,,,,543109,440883,983992,,,,543109,440883,983992,543109,440883,983992,,,,543109,440883,983992
2019,218238,00343600,Limestone College,SC,4,,1,NCAA,782,865,1647,2,Basketball,31,18,,,31,18,1080,33475,2400,43199,76674,,,,,,527664,463174,990838,,,,527664,463174,990838,527664,463174,990838,,,,527664,463174,990838
2019,220631,00350200,Lincoln Memorial University,TN,5,,1,NCAA,483,931,1414,2,Basketball,19,17,,,19,17,9531,181087,5164,87794,268881,,,,,,1085128,611294,1696422,,,,1085128,611294,1696422,1080002,524789,1604791,,,,1080002,524789,1604791
2019,177940,00247900,Lincoln University,MO,4,,1,NCAA,573,941,1514,2,Basketball,15,12,,,15,12,2870,43050,3587,43039,86089,,,,,,344359,290959,635318,,,,344359,290959,635318,340202,289915,630117,,,,340202,289915,630117
2019,177968,00248000,Lindenwood University,MO,4,,1,NCAA,2290,2708,4998,2,Basketball,41,35,,,41,35,3728,152865,4751,166294,319159,,,,,,786113,795380,1581493,,,,786113,795380,1581493,786114,795381,1581495,,,,786114,795381,1581495
2019,157216,00197200,Lindsey Wilson College,KY,9,,2,NAIA,723,1112,1835,2,Basketball,36,35,,,36,35,1803,64918,1564,54745,119663,,,,,,597088,482318,1079406,,,,597088,482318,1079406,596953,482318,1079271,,,,596953,482318,1079271
2019,219976,00348600,Lipscomb University,TN,3,,1,NCAA,1063,1614,2677,2,Basketball,16,17,,,16,17,21031,336491,14866,252726,589217,,,,,,1872429,1521761,3394190,,,,1872429,1521761,3394190,1872429,1521761,3394190,,,,1872429,1521761,3394190
2019,159568,00200700,Louisiana College,LA,6,,1,NCAA,469,420,889,2,Basketball,18,17,,,18,17,4363,78532,3340,56784,135316,,,,,,197180,139434,336614,,,,197180,139434,336614,197180,139434,336614,,,,197180,139434,336614
2019,159391,00201000,Louisiana State University and Agricultural & Mechanical College,LA,1,,1,NCAA,10543,12042,22585,2,Basketball,15,15,,,15,15,118393,1775889,76096,1141444,2917333,,,,,,8760820,380518,9141338,,,,8760820,380518,9141338,9257738,4729709,13987447,,,,9257738,4729709,13987447
2019,159382,00201100,Louisiana State University-Alexandria,LA,9,,2,NAIA,593,1257,1850,2,Basketball,20,12,,,20,12,1965,39308,2698,32374,71682,,,,,,259882,169402,429284,,,,259882,169402,429284,259882,169402,429284,,,,259882,169402,429284
2019,159407,00201200,Louisiana State University-Eunice,LA,13,,3,NJCAA,484,1094,1578,2,Basketball,18,18,,,18,18,2905,52288,2983,53695,105983,,,,,,192276,222938,415214,,,,192276,222938,415214,192276,222938,415214,,,,192276,222938,415214
2019,159416,00201300,Louisiana State University-Shreveport,LA,9,,2,NAIA,700,1027,1727,2,Basketball,13,13,,,13,13,4098,53270,4948,64328,117598,,,,,,312305,307565,619870,,,,312305,307565,619870,312305,307565,619870,,,,312305,307565,619870
2019,159647,00200800,Louisiana Tech University,LA,1,,1,NCAA,4272,3429,7701,2,Basketball,15,15,,,15,15,32778,491668,21125,316872,808540,,,,,,2624299,1822628,4446927,,,,2624299,1822628,4446927,2506012,1723553,4229565,,,,2506012,1723553,4229565
2019,159656,00201600,Loyola University New Orleans,LA,9,,2,NAIA,969,1824,2793,2,Basketball,17,17,,,17,17,5065,86099,5557,94469,180568,,,,,,790235,776522,1566757,,,,790235,776522,1566757,787555,773801,1561356,,,,787555,773801,1561356
2019,226383,00358600,Lubbock Christian University,TX,5,,1,NCAA,486,714,1200,2,Basketball,13,22,,,13,22,7425,96526,7653,168365,264891,,,,,,633961,737046,1371007,,,,633961,737046,1371007,633961,737046,1371007,,,,633961,737046,1371007
2019,101602,00898800,Lurleen B Wallace Community College,AL,12,,3,NJCAA,330,530,860,2,Basketball,17,13,,,17,13,862,14655,933,12127,26782,,,,,,134376,136271,270647,,,,134376,136271,270647,134376,136271,270647,,,,134376,136271,270647
2019,132657,00150500,Lynn University,FL,5,,1,NCAA,1089,1129,2218,2,Basketball,15,14,,,15,14,5153,77297,5698,79775,157072,,,,,,698388,672997,1371385,,,,698388,672997,1371385,698388,672997,1371385,,,,698388,672997,1371385
